_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
2858,2022-2026,Dianne,Saxe,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2859,2022-2026,Michael,Thompson,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,N
2860,2022-2026,Paul,Ainslie,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2861,2022-2026,Brad,Bradford,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2862,2022-2026,Alejandra,Bravo,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2863,2022-2026,Jon,Burnside,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2864,2022-2026,Shelley,Carroll,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2865,2022-2026,Lily,Cheng,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2866,2022-2026,Olivia,Chow,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2867,2022-2026,Mike,Colle,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2868,2022-2026,Vincent,Crisanti,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2869,2022-2026,Paula,Fletcher,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2870,2022-2026,Stephen,Holyday,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2871,2022-2026,Ausma,Malik,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2872,2022-2026,Nick,Mantas,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2873,2022-2026,Josh,Matlow,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2874,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2875,2022-2026,Chris,Moise,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2876,2022-2026,Amber,Morley,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2877,2022-2026,Jamaal,Myers,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2878,2022-2026,Frances,Nunziata,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2879,2022-2026,James,Pasternak,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2880,2022-2026,Gord,Perks,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2881,2022-2026,Anthony,Perruzza,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2882,2022-2026,Jaye,Robinson,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2883,2022-2026,Dianne,Saxe,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,Y
2884,2022-2026,Michael,Thompson,City Council,11,2023-10-11,Afternoon,17:47PM - 18:07PM,N
2885,2022-2026,Paul,Ainslie,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2886,2022-2026,Paul,Ainslie,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2887,2022-2026,Brad,Bradford,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2888,2022-2026,Brad,Bradford,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2889,2022-2026,Alejandra,Bravo,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2890,2022-2026,Alejandra,Bravo,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2891,2022-2026,Jon,Burnside,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2892,2022-2026,Jon,Burnside,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2893,2022-2026,Shelley,Carroll,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2894,2022-2026,Shelley,Carroll,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),N
2895,2022-2026,Lily,Cheng,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2896,2022-2026,Lily,Cheng,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2897,2022-2026,Olivia,Chow,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2898,2022-2026,Olivia,Chow,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2899,2022-2026,Mike,Colle,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2900,2022-2026,Mike,Colle,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2901,2022-2026,Vincent,Crisanti,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2902,2022-2026,Vincent,Crisanti,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2903,2022-2026,Paula,Fletcher,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2904,2022-2026,Paula,Fletcher,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2905,2022-2026,Stephen,Holyday,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2906,2022-2026,Stephen,Holyday,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2907,2022-2026,Ausma,Malik,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2908,2022-2026,Ausma,Malik,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2909,2022-2026,Nick,Mantas,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2910,2022-2026,Nick,Mantas,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2911,2022-2026,Josh,Matlow,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2912,2022-2026,Josh,Matlow,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2913,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2914,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2915,2022-2026,Chris,Moise,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2916,2022-2026,Chris,Moise,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2917,2022-2026,Amber,Morley,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2918,2022-2026,Amber,Morley,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2919,2022-2026,Jamaal,Myers,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2920,2022-2026,Jamaal,Myers,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2921,2022-2026,Frances,Nunziata,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2922,2022-2026,Frances,Nunziata,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2923,2022-2026,James,Pasternak,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2924,2022-2026,James,Pasternak,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2925,2022-2026,Gord,Perks,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2926,2022-2026,Gord,Perks,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2927,2022-2026,Anthony,Perruzza,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2928,2022-2026,Anthony,Perruzza,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2929,2022-2026,Jaye,Robinson,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,N
2930,2022-2026,Jaye,Robinson,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),N
2931,2022-2026,Dianne,Saxe,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),Y
2932,2022-2026,Dianne,Saxe,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,Y
2933,2022-2026,Michael,Thompson,City Council,11,2023-10-12,Morning,09:45AM - 12:28PM,N
2934,2022-2026,Michael,Thompson,City Council,11,2023-10-12,Morning,11:42AM(Roll Call),N
2935,2022-2026,Paul,Ainslie,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2936,2022-2026,Paul,Ainslie,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2937,2022-2026,Paul,Ainslie,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2938,2022-2026,Brad,Bradford,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2939,2022-2026,Brad,Bradford,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2940,2022-2026,Brad,Bradford,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2941,2022-2026,Alejandra,Bravo,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2942,2022-2026,Alejandra,Bravo,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2943,2022-2026,Alejandra,Bravo,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2944,2022-2026,Jon,Burnside,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2945,2022-2026,Jon,Burnside,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2946,2022-2026,Jon,Burnside,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2947,2022-2026,Shelley,Carroll,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2948,2022-2026,Shelley,Carroll,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2949,2022-2026,Shelley,Carroll,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2950,2022-2026,Lily,Cheng,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2951,2022-2026,Lily,Cheng,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2952,2022-2026,Lily,Cheng,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2953,2022-2026,Olivia,Chow,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2954,2022-2026,Olivia,Chow,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),N
2955,2022-2026,Olivia,Chow,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2956,2022-2026,Mike,Colle,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2957,2022-2026,Mike,Colle,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2958,2022-2026,Mike,Colle,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2959,2022-2026,Vincent,Crisanti,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2960,2022-2026,Vincent,Crisanti,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2961,2022-2026,Vincent,Crisanti,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2962,2022-2026,Paula,Fletcher,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2963,2022-2026,Paula,Fletcher,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2964,2022-2026,Paula,Fletcher,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2965,2022-2026,Stephen,Holyday,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2966,2022-2026,Stephen,Holyday,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2967,2022-2026,Stephen,Holyday,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2968,2022-2026,Ausma,Malik,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),N
2969,2022-2026,Ausma,Malik,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2970,2022-2026,Ausma,Malik,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2971,2022-2026,Nick,Mantas,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2972,2022-2026,Nick,Mantas,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),N
2973,2022-2026,Nick,Mantas,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2974,2022-2026,Josh,Matlow,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2975,2022-2026,Josh,Matlow,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2976,2022-2026,Josh,Matlow,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2977,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2978,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2979,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2980,2022-2026,Chris,Moise,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2981,2022-2026,Chris,Moise,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2982,2022-2026,Chris,Moise,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2983,2022-2026,Amber,Morley,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2984,2022-2026,Amber,Morley,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2985,2022-2026,Amber,Morley,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2986,2022-2026,Jamaal,Myers,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2987,2022-2026,Jamaal,Myers,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2988,2022-2026,Jamaal,Myers,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2989,2022-2026,Frances,Nunziata,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2990,2022-2026,Frances,Nunziata,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2991,2022-2026,Frances,Nunziata,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2992,2022-2026,James,Pasternak,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2993,2022-2026,James,Pasternak,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2994,2022-2026,James,Pasternak,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),N
2995,2022-2026,Gord,Perks,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
2996,2022-2026,Gord,Perks,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
2997,2022-2026,Gord,Perks,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),Y
2998,2022-2026,Anthony,Perruzza,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),N
2999,2022-2026,Anthony,Perruzza,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
3000,2022-2026,Anthony,Perruzza,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
3001,2022-2026,Jaye,Robinson,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),N
3002,2022-2026,Jaye,Robinson,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
3003,2022-2026,Jaye,Robinson,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),N
3004,2022-2026,Dianne,Saxe,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),Y
3005,2022-2026,Dianne,Saxe,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,Y
3006,2022-2026,Dianne,Saxe,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),N
3007,2022-2026,Michael,Thompson,City Council,11,2023-10-12,Afternoon,14:17PM(Roll Call),N
3008,2022-2026,Michael,Thompson,City Council,11,2023-10-12,Afternoon,14:16PM - 17:54PM,N
3009,2022-2026,Michael,Thompson,City Council,11,2023-10-12,Afternoon,15:29PM(Roll Call),N
3010,2022-2026,Paul,Ainslie,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3011,2022-2026,Brad,Bradford,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3012,2022-2026,Alejandra,Bravo,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3013,2022-2026,Jon,Burnside,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3014,2022-2026,Shelley,Carroll,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3015,2022-2026,Lily,Cheng,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3016,2022-2026,Olivia,Chow,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3017,2022-2026,Mike,Colle,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3018,2022-2026,Vincent,Crisanti,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,N
3019,2022-2026,Paula,Fletcher,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3020,2022-2026,Stephen,Holyday,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3021,2022-2026,Ausma,Malik,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3022,2022-2026,Nick,Mantas,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3023,2022-2026,Josh,Matlow,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3024,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3025,2022-2026,Chris,Moise,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3026,2022-2026,Amber,Morley,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3027,2022-2026,Jamaal,Myers,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3028,2022-2026,Frances,Nunziata,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3029,2022-2026,James,Pasternak,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,N
3030,2022-2026,Gord,Perks,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3031,2022-2026,Anthony,Perruzza,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3032,2022-2026,Jaye,Robinson,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3033,2022-2026,Dianne,Saxe,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,Y
3034,2022-2026,Michael,Thompson,City Council,11,2023-10-12,Evening,18:36PM - 20:27PM,N
3035,2022-2026,Jamaal,Myers,Toronto Accessibility Advisory Committee,3,2023-10-16,Morning,09:32AM - 10:15AM,Y
3036,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,8,2023-10-16,Morning,09:38AM - 13:26PM,Y
3037,2022-2026,Stephen,Holyday,Etobicoke York Community Council,8,2023-10-16,Morning,09:38AM - 13:26PM,Y
3038,2022-2026,Amber,Morley,Etobicoke York Community Council,8,2023-10-16,Morning,09:38AM - 13:26PM,Y
3039,2022-2026,Frances,Nunziata,Etobicoke York Community Council,8,2023-10-16,Morning,09:38AM - 13:26PM,Y
3040,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,8,2023-10-16,Morning,09:38AM - 13:26PM,Y
3041,2022-2026,Jon,Burnside,North York Community Council,8,2023-10-17,Morning,09:44AM - 13:06PM,Y
3042,2022-2026,Shelley,Carroll,North York Community Council,8,2023-10-17,Morning,09:44AM - 13:06PM,Y
3043,2022-2026,Lily,Cheng,North York Community Council,8,2023-10-17,Morning,09:44AM - 13:06PM,Y
3044,2022-2026,Mike,Colle,North York Community Council,8,2023-10-17,Morning,09:44AM - 13:06PM,Y
3045,2022-2026,James,Pasternak,North York Community Council,8,2023-10-17,Morning,09:44AM - 13:06PM,N
3046,2022-2026,Jaye,Robinson,North York Community Council,8,2023-10-17,Morning,09:44AM - 13:06PM,Y
3047,2022-2026,Jon,Burnside,North York Community Council,8,2023-10-17,Afternoon,13:56PM - 14:33PM,Y
3048,2022-2026,Shelley,Carroll,North York Community Council,8,2023-10-17,Afternoon,13:56PM - 14:33PM,Y
3049,2022-2026,Lily,Cheng,North York Community Council,8,2023-10-17,Afternoon,13:56PM - 14:33PM,Y
3050,2022-2026,Mike,Colle,North York Community Council,8,2023-10-17,Afternoon,13:56PM - 14:33PM,Y
3051,2022-2026,James,Pasternak,North York Community Council,8,2023-10-17,Afternoon,13:56PM - 14:33PM,N
3052,2022-2026,Jaye,Robinson,North York Community Council,8,2023-10-17,Afternoon,13:56PM - 14:33PM,Y
3053,2022-2026,Jon,Burnside,North York Community Council,8,2023-10-17,Afternoon,14:39PM - 15:28PM,Y
3054,2022-2026,Shelley,Carroll,North York Community Council,8,2023-10-17,Afternoon,14:39PM - 15:28PM,Y
3055,2022-2026,Lily,Cheng,North York Community Council,8,2023-10-17,Afternoon,14:39PM - 15:28PM,Y
3056,2022-2026,Mike,Colle,North York Community Council,8,2023-10-17,Afternoon,14:39PM - 15:28PM,Y
3057,2022-2026,James,Pasternak,North York Community Council,8,2023-10-17,Afternoon,14:39PM - 15:28PM,N
3058,2022-2026,Jaye,Robinson,North York Community Council,8,2023-10-17,Afternoon,14:39PM - 15:28PM,Y
3059,2022-2026,Brad,Bradford,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3060,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3061,2022-2026,Paula,Fletcher,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3062,2022-2026,Ausma,Malik,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3063,2022-2026,Josh,Matlow,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3064,2022-2026,Chris,Moise,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3065,2022-2026,Gord,Perks,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3066,2022-2026,Dianne,Saxe,Toronto and East York Community Council,8,2023-10-18,Morning,09:36AM - 11:24AM,Y
3067,2022-2026,Paul,Ainslie,Scarborough Community Council,8,2023-10-19,Morning,09:43AM - 12:12PM,Y
3068,2022-2026,Nick,Mantas,Scarborough Community Council,8,2023-10-19,Morning,09:43AM - 12:12PM,N
3069,2022-2026,Jennifer,McKelvie,Scarborough Community Council,8,2023-10-19,Morning,09:43AM - 12:12PM,Y
3070,2022-2026,Jamaal,Myers,Scarborough Community Council,8,2023-10-19,Morning,09:43AM - 12:12PM,Y
3071,2022-2026,Michael,Thompson,Scarborough Community Council,8,2023-10-19,Morning,09:43AM - 12:12PM,Y
3072,2022-2026,Alejandra,Bravo,Board of Health,7,2023-10-23,Morning,09:32AM - 12:42PM,Y
3073,2022-2026,Ausma,Malik,Board of Health,7,2023-10-23,Morning,09:32AM - 12:42PM,Y
3074,2022-2026,Chris,Moise,Board of Health,7,2023-10-23,Morning,09:32AM - 12:42PM,Y
3075,2022-2026,Amber,Morley,Board of Health,7,2023-10-23,Morning,09:32AM - 12:42PM,Y
3076,2022-2026,Gord,Perks,Board of Health,7,2023-10-23,Morning,09:32AM - 12:42PM,Y
3077,2022-2026,Michael,Thompson,Board of Health,7,2023-10-23,Morning,09:32AM - 12:42PM,Y
3078,2022-2026,Paul,Ainslie,Board of Management of the Toronto Zoo,6,2023-10-23,Afternoon,14:02PM - 15:05PM,Y
3079,2022-2026,Jennifer,McKelvie,Board of Management of the Toronto Zoo,6,2023-10-23,Afternoon,14:02PM - 15:05PM,Y
3080,2022-2026,Jamaal,Myers,Board of Management of the Toronto Zoo,6,2023-10-23,Afternoon,14:02PM - 15:05PM,Y
3081,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,7,2023-10-24,Morning,09:38AM - 12:30PM,Y
3082,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,7,2023-10-24,Morning,09:38AM - 12:30PM,Y
3083,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,7,2023-10-24,Morning,09:38AM - 12:30PM,Y
3084,2022-2026,Ausma,Malik,Economic and Community Development Committee ,7,2023-10-24,Morning,09:38AM - 12:30PM,Y
3085,2022-2026,Chris,Moise,Economic and Community Development Committee ,7,2023-10-24,Morning,09:38AM - 12:30PM,Y
3086,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,7,2023-10-24,Morning,09:38AM - 12:30PM,Y
3087,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,7,2023-10-24,Afternoon,13:39PM - 18:54PM,Y
3088,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,7,2023-10-24,Afternoon,13:39PM - 18:54PM,Y
3089,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,7,2023-10-24,Afternoon,13:39PM - 18:54PM,Y
3090,2022-2026,Ausma,Malik,Economic and Community Development Committee ,7,2023-10-24,Afternoon,13:39PM - 18:54PM,Y
3091,2022-2026,Chris,Moise,Economic and Community Development Committee ,7,2023-10-24,Afternoon,13:39PM - 18:54PM,Y
